id,date.entered,Weeks,Counts
2,1999-10-23,6,13.0
2,1999-10-23,7,7.0
2,1999-10-23,8,6.0
2,1999-10-23,9,4.0
2,1999-10-23,10,4.0
2,1999-10-23,11,4.0
2,1999-10-23,12,6.0
2,1999-10-23,13,4.0
2,1999-10-23,14,2.0
2,1999-10-23,15,1.0
2,1999-10-23,16,1.0
2,1999-10-23,17,1.0
2,1999-10-23,18,2.0
2,1999-10-23,19,1.0
2,1999-10-23,20,2.0
2,1999-10-23,21,4.0
2,1999-10-23,22,8.0
2,1999-10-23,23,8.0
2,1999-10-23,24,12.0
2,1999-10-23,25,14.0
2,1999-10-23,26,17.0
2,1999-10-23,27,21.0
2,1999-10-23,28,24.0
2,1999-10-23,29,30.0
2,1999-10-23,30,34.0
2,1999-10-23,31,37.0
2,1999-10-23,32,46.0
2,1999-10-23,33,47.0
2,1999-10-23,34,
2,1999-10-23,35,
2,1999-10-23,36,
2,1999-10-23,37,
2,1999-10-23,38,
2,1999-10-23,39,
2,1999-10-23,40,
2,1999-10-23,41,
2,1999-10-23,42,
2,1999-10-23,43,
2,1999-10-23,44,
2,1999-10-23,45,
2,1999-10-23,46,
2,1999-10-23,47,
2,1999-10-23,48,
2,1999-10-23,49,
2,1999-10-23,50,
2,1999-10-23,51,
2,1999-10-23,52,
2,1999-10-23,53,
2,1999-10-23,54,
2,1999-10-23,55,
2,1999-10-23,56,
2,1999-10-23,57,
2,1999-10-23,58,
2,1999-10-23,59,
2,1999-10-23,60,
2,1999-10-23,61,
2,1999-10-23,62,
2,1999-10-23,63,
2,1999-10-23,64,
2,1999-10-23,65,
2,1999-10-23,66,
2,1999-10-23,67,
2,1999-10-23,68,
2,1999-10-23,69,
2,1999-10-23,70,
2,1999-10-23,71,
2,1999-10-23,72,
2,1999-10-23,73,
2,1999-10-23,74,
2,1999-10-23,75,
2,1999-10-23,76,
3,2000-08-12,1,41.0
3,2000-08-12,2,23.0
3,2000-08-12,3,18.0
3,2000-08-12,4,14.0
3,2000-08-12,5,2.0
3,2000-08-12,6,1.0
3,2000-08-12,7,1.0
3,2000-08-12,8,1.0
3,2000-08-12,9,1.0
3,2000-08-12,10,2.0
3,2000-08-12,11,2.0
3,2000-08-12,12,2.0
3,2000-08-12,13,2.0
3,2000-08-12,14,2.0
3,2000-08-12,15,4.0
3,2000-08-12,16,8.0
3,2000-08-12,17,11.0
3,2000-08-12,18,16.0
3,2000-08-12,19,20.0
3,2000-08-12,20,25.0
3,2000-08-12,21,27.0
3,2000-08-12,22,27.0
3,2000-08-12,23,29.0
3,2000-08-12,24,44.0
3,2000-08-12,25,
3,2000-08-12,26,
3,2000-08-12,27,
3,2000-08-12,28,
3,2000-08-12,29,
3,2000-08-12,30,
3,2000-08-12,31,
3,2000-08-12,32,
3,2000-08-12,33,
3,2000-08-12,34,
3,2000-08-12,35,
3,2000-08-12,36,
3,2000-08-12,37,
3,2000-08-12,38,
3,2000-08-12,39,
3,2000-08-12,40,
3,2000-08-12,41,
3,2000-08-12,42,
3,2000-08-12,43,
3,2000-08-12,44,
3,2000-08-12,45,
3,2000-08-12,46,
3,2000-08-12,47,
3,2000-08-12,48,
3,2000-08-12,49,
3,2000-08-12,50,
3,2000-08-12,51,
3,2000-08-12,52,
3,2000-08-12,53,
3,2000-08-12,54,
3,2000-08-12,55,
3,2000-08-12,56,
3,2000-08-12,57,
3,2000-08-12,58,
3,2000-08-12,59,
3,2000-08-12,60,
3,2000-08-12,61,
3,2000-08-12,62,
3,2000-08-12,63,
3,2000-08-12,64,
3,2000-08-12,65,
3,2000-08-12,66,
3,2000-08-12,67,
3,2000-08-12,68,
3,2000-08-12,69,
3,2000-08-12,70,
3,2000-08-12,71,
3,2000-08-12,72,
3,2000-08-12,73,
3,2000-08-12,74,
3,2000-08-12,75,
3,2000-08-12,76,
4,2000-08-05,1,57.0
4,2000-08-05,2,47.0
4,2000-08-05,3,45.0
4,2000-08-05,4,29.0
4,2000-08-05,5,23.0
4,2000-08-05,6,18.0
4,2000-08-05,7,11.0
4,2000-08-05,8,9.0
4,2000-08-05,9,9.0
4,2000-08-05,10,11.0
4,2000-08-05,11,1.0
4,2000-08-05,12,1.0
4,2000-08-05,13,1.0
4,2000-08-05,14,1.0
4,2000-08-05,15,4.0
4,2000-08-05,16,8.0
4,2000-08-05,17,12.0
4,2000-08-05,18,22.0
4,2000-08-05,19,23.0
4,2000-08-05,20,43.0
4,2000-08-05,21,44.0
4,2000-08-05,22,
4,2000-08-05,23,
4,2000-08-05,24,
4,2000-08-05,25,
4,2000-08-05,26,
4,2000-08-05,27,
4,2000-08-05,28,
4,2000-08-05,29,
4,2000-08-05,30,
4,2000-08-05,31,
4,2000-08-05,32,
4,2000-08-05,33,
4,2000-08-05,34,
4,2000-08-05,35,
4,2000-08-05,36,
4,2000-08-05,37,
4,2000-08-05,38,
4,2000-08-05,39,
4,2000-08-05,40,
4,2000-08-05,41,
4,2000-08-05,42,
4,2000-08-05,43,
4,2000-08-05,44,
4,2000-08-05,45,
4,2000-08-05,46,
4,2000-08-05,47,
4,2000-08-05,48,
4,2000-08-05,49,
4,2000-08-05,50,
4,2000-08-05,51,
4,2000-08-05,52,
4,2000-08-05,53,
4,2000-08-05,54,
4,2000-08-05,55,
4,2000-08-05,56,
4,2000-08-05,57,
4,2000-08-05,58,
4,2000-08-05,59,
4,2000-08-05,60,
4,2000-08-05,61,
4,2000-08-05,62,
4,2000-08-05,63,
4,2000-08-05,64,
4,2000-08-05,65,
4,2000-08-05,66,
4,2000-08-05,67,
4,2000-08-05,68,
4,2000-08-05,69,
4,2000-08-05,70,
4,2000-08-05,71,
4,2000-08-05,72,
4,2000-08-05,73,
4,2000-08-05,74,
4,2000-08-05,75,
4,2000-08-05,76,
5,2000-06-17,1,59.0
5,2000-06-17,2,52.0
5,2000-06-17,3,43.0
5,2000-06-17,4,30.0
5,2000-06-17,5,29.0
5,2000-06-17,6,22.0
5,2000-06-17,7,15.0
5,2000-06-17,8,10.0
5,2000-06-17,9,10.0
5,2000-06-17,10,5.0
5,2000-06-17,11,1.0
5,2000-06-17,12,1.0
5,2000-06-17,13,1.0
5,2000-06-17,14,2.0
5,2000-06-17,15,2.0
5,2000-06-17,16,3.0
5,2000-06-17,17,3.0
5,2000-06-17,18,7.0
5,2000-06-17,19,8.0
5,2000-06-17,20,20.0
5,2000-06-17,21,25.0
5,2000-06-17,22,37.0
5,2000-06-17,23,40.0
5,2000-06-17,24,41.0
5,2000-06-17,25,
5,2000-06-17,26,
5,2000-06-17,27,
5,2000-06-17,28,
5,2000-06-17,29,
5,2000-06-17,30,
5,2000-06-17,31,
5,2000-06-17,32,
5,2000-06-17,33,
5,2000-06-17,34,
5,2000-06-17,35,
5,2000-06-17,36,
5,2000-06-17,37,
5,2000-06-17,38,
5,2000-06-17,39,
5,2000-06-17,40,
5,2000-06-17,41,
5,2000-06-17,42,
5,2000-06-17,43,
5,2000-06-17,44,
5,2000-06-17,45,
5,2000-06-17,46,
5,2000-06-17,47,
5,2000-06-17,48,
5,2000-06-17,49,
5,2000-06-17,50,
5,2000-06-17,51,
5,2000-06-17,52,
5,2000-06-17,53,
5,2000-06-17,54,
5,2000-06-17,55,
5,2000-06-17,56,
5,2000-06-17,57,
5,2000-06-17,58,
5,2000-06-17,59,
5,2000-06-17,60,
5,2000-06-17,61,
5,2000-06-17,62,
5,2000-06-17,63,
5,2000-06-17,64,
5,2000-06-17,65,
5,2000-06-17,66,
5,2000-06-17,67,
5,2000-06-17,68,
5,2000-06-17,69,
5,2000-06-17,70,
5,2000-06-17,71,
5,2000-06-17,72,
5,2000-06-17,73,
5,2000-06-17,74,
5,2000-06-17,75,
5,2000-06-17,76,
6,1999-12-25,1,83.0
6,1999-12-25,2,83.0
6,1999-12-25,3,44.0
6,1999-12-25,4,38.0
6,1999-12-25,5,16.0
6,1999-12-25,6,13.0
6,1999-12-25,7,16.0
6,1999-12-25,8,16.0
6,1999-12-25,9,16.0
6,1999-12-25,10,18.0
6,1999-12-25,11,17.0
6,1999-12-25,12,14.0
6,1999-12-25,13,1.0
6,1999-12-25,14,1.0
6,1999-12-25,15,1.0
6,1999-12-25,16,2.0
6,1999-12-25,17,2.0
6,1999-12-25,18,3.0
6,1999-12-25,19,5.0
6,1999-12-25,20,5.0
6,1999-12-25,21,5.0
6,1999-12-25,22,7.0
6,1999-12-25,23,10.0
6,1999-12-25,24,13.0
6,1999-12-25,25,14.0
6,1999-12-25,26,18.0
6,1999-12-25,27,23.0
6,1999-12-25,28,23.0
6,1999-12-25,29,34.0
6,1999-12-25,30,37.0
6,1999-12-25,31,43.0
6,1999-12-25,32,47.0
6,1999-12-25,33,
6,1999-12-25,34,
6,1999-12-25,35,
6,1999-12-25,36,
6,1999-12-25,37,
6,1999-12-25,38,
6,1999-12-25,39,
6,1999-12-25,40,
6,1999-12-25,41,
6,1999-12-25,42,
6,1999-12-25,43,
6,1999-12-25,44,
6,1999-12-25,45,
6,1999-12-25,46,
6,1999-12-25,47,
6,1999-12-25,48,
6,1999-12-25,49,
6,1999-12-25,50,
6,1999-12-25,51,
6,1999-12-25,52,
6,1999-12-25,53,
6,1999-12-25,54,
6,1999-12-25,55,
6,1999-12-25,56,
6,1999-12-25,57,
6,1999-12-25,58,
6,1999-12-25,59,
6,1999-12-25,60,
6,1999-12-25,61,
6,1999-12-25,62,
6,1999-12-25,63,
6,1999-12-25,64,
6,1999-12-25,65,
6,1999-12-25,66,
6,1999-12-25,67,
6,1999-12-25,68,
6,1999-12-25,69,
6,1999-12-25,70,
6,1999-12-25,71,
6,1999-12-25,72,
6,1999-12-25,73,
6,1999-12-25,74,
6,1999-12-25,75,
6,1999-12-25,76,
7,2000-04-01,1,63.0
7,2000-04-01,2,45.0
7,2000-04-01,3,34.0
7,2000-04-01,4,23.0
7,2000-04-01,5,17.0
7,2000-04-01,6,12.0
7,2000-04-01,7,9.0
7,2000-04-01,8,8.0
7,2000-04-01,9,8.0
7,2000-04-01,10,6.0
7,2000-04-01,11,5.0
7,2000-04-01,12,4.0
7,2000-04-01,13,1.0
7,2000-04-01,14,1.0
7,2000-04-01,15,1.0
7,2000-04-01,16,3.0
7,2000-04-01,17,11.0
7,2000-04-01,18,14.0
7,2000-04-01,19,24.0
7,2000-04-01,20,28.0
7,2000-04-01,21,
7,2000-04-01,22,
7,2000-04-01,23,
7,2000-04-01,24,
7,2000-04-01,25,
7,2000-04-01,26,
7,2000-04-01,27,
7,2000-04-01,28,
7,2000-04-01,29,
7,2000-04-01,30,
7,2000-04-01,31,
7,2000-04-01,32,
7,2000-04-01,33,
7,2000-04-01,34,
7,2000-04-01,35,
7,2000-04-01,36,
7,2000-04-01,37,
7,2000-04-01,38,
7,2000-04-01,39,
7,2000-04-01,40,
7,2000-04-01,41,
7,2000-04-01,42,
7,2000-04-01,43,
7,2000-04-01,44,
7,2000-04-01,45,
7,2000-04-01,46,
7,2000-04-01,47,
7,2000-04-01,48,
7,2000-04-01,49,
7,2000-04-01,50,
7,2000-04-01,51,
7,2000-04-01,52,
7,2000-04-01,53,
7,2000-04-01,54,
7,2000-04-01,55,
7,2000-04-01,56,
7,2000-04-01,57,
7,2000-04-01,58,
7,2000-04-01,59,
7,2000-04-01,60,
7,2000-04-01,61,
7,2000-04-01,62,
7,2000-04-01,63,
7,2000-04-01,64,
7,2000-04-01,65,
7,2000-04-01,66,
7,2000-04-01,67,
7,2000-04-01,68,
7,2000-04-01,69,
7,2000-04-01,70,
7,2000-04-01,71,
7,2000-04-01,72,
7,2000-04-01,73,
7,2000-04-01,74,
7,2000-04-01,75,
7,2000-04-01,76,
8,2000-06-24,1,77.0
8,2000-06-24,2,66.0
8,2000-06-24,3,61.0
8,2000-06-24,4,61.0
8,2000-06-24,5,61.0
8,2000-06-24,6,55.0
8,2000-06-24,7,2.0
8,2000-06-24,8,1.0
8,2000-06-24,9,1.0
8,2000-06-24,10,2.0
8,2000-06-24,11,2.0
8,2000-06-24,12,4.0
8,2000-06-24,13,5.0
8,2000-06-24,14,5.0
8,2000-06-24,15,7.0
8,2000-06-24,16,8.0
8,2000-06-24,17,10.0
8,2000-06-24,18,10.0
8,2000-06-24,19,9.0
8,2000-06-24,20,14.0
8,2000-06-24,21,17.0
8,2000-06-24,22,20.0
8,2000-06-24,23,25.0
8,2000-06-24,24,31.0
8,2000-06-24,25,32.0
8,2000-06-24,26,46.0
8,2000-06-24,27,
8,2000-06-24,28,
8,2000-06-24,29,
8,2000-06-24,30,
8,2000-06-24,31,
8,2000-06-24,32,
8,2000-06-24,33,
8,2000-06-24,34,
8,2000-06-24,35,
8,2000-06-24,36,
8,2000-06-24,37,
8,2000-06-24,38,
8,2000-06-24,39,
8,2000-06-24,40,
8,2000-06-24,41,
8,2000-06-24,42,
8,2000-06-24,43,
8,2000-06-24,44,
8,2000-06-24,45,
8,2000-06-24,46,
8,2000-06-24,47,
8,2000-06-24,48,
8,2000-06-24,49,
8,2000-06-24,50,
8,2000-06-24,51,
8,2000-06-24,52,
8,2000-06-24,53,
8,2000-06-24,54,
8,2000-06-24,55,
8,2000-06-24,56,
8,2000-06-24,57,
8,2000-06-24,58,
8,2000-06-24,59,
8,2000-06-24,60,
8,2000-06-24,61,
8,2000-06-24,62,
8,2000-06-24,63,
8,2000-06-24,64,
8,2000-06-24,65,
8,2000-06-24,66,
8,2000-06-24,67,
8,2000-06-24,68,
8,2000-06-24,69,
8,2000-06-24,70,
8,2000-06-24,71,
8,2000-06-24,72,
8,2000-06-24,73,
8,2000-06-24,74,
8,2000-06-24,75,
8,2000-06-24,76,
9,1999-06-05,1,81.0
9,1999-06-05,2,54.0
9,1999-06-05,3,44.0
9,1999-06-05,4,39.0
9,1999-06-05,5,38.0
9,1999-06-05,6,33.0
9,1999-06-05,7,29.0
9,1999-06-05,8,29.0
9,1999-06-05,9,32.0
9,1999-06-05,10,27.0
9,1999-06-05,11,26.0
9,1999-06-05,12,24.0
9,1999-06-05,13,27.0
9,1999-06-05,14,32.0
9,1999-06-05,15,33.0
9,1999-06-05,16,35.0
9,1999-06-05,17,35.0
9,1999-06-05,18,40.0
9,1999-06-05,19,43.0
9,1999-06-05,20,50.0
9,1999-06-05,21,
9,1999-06-05,22,
9,1999-06-05,23,
9,1999-06-05,24,
9,1999-06-05,25,
9,1999-06-05,26,
9,1999-06-05,27,
9,1999-06-05,28,
9,1999-06-05,29,
9,1999-06-05,30,45.0
9,1999-06-05,31,45.0
9,1999-06-05,32,45.0
9,1999-06-05,33,23.0
9,1999-06-05,34,17.0
9,1999-06-05,35,14.0
9,1999-06-05,36,17.0
9,1999-06-05,37,18.0
9,1999-06-05,38,18.0
9,1999-06-05,39,3.0
9,1999-06-05,40,1.0
9,1999-06-05,41,1.0
9,1999-06-05,42,2.0
9,1999-06-05,43,3.0
9,1999-06-05,44,4.0
9,1999-06-05,45,4.0
9,1999-06-05,46,5.0
9,1999-06-05,47,6.0
9,1999-06-05,48,8.0
9,1999-06-05,49,9.0
9,1999-06-05,50,10.0
9,1999-06-05,51,12.0
9,1999-06-05,52,15.0
9,1999-06-05,53,20.0
9,1999-06-05,54,22.0
9,1999-06-05,55,22.0
9,1999-06-05,56,25.0
9,1999-06-05,57,26.0
9,1999-06-05,58,31.0
9,1999-06-05,59,32.0
9,1999-06-05,60,37.0
9,1999-06-05,61,42.0
9,1999-06-05,62,42.0
9,1999-06-05,63,45.0
9,1999-06-05,64,50.0
9,1999-06-05,65,
9,1999-06-05,66,
9,1999-06-05,67,
9,1999-06-05,68,
9,1999-06-05,69,
9,1999-06-05,70,
9,1999-06-05,71,
9,1999-06-05,72,
9,1999-06-05,73,
9,1999-06-05,74,
9,1999-06-05,75,
9,1999-06-05,76,
10,2000-05-06,1,82.0
10,2000-05-06,2,70.0
10,2000-05-06,3,51.0
10,2000-05-06,4,39.0
10,2000-05-06,5,26.0
10,2000-05-06,6,19.0
10,2000-05-06,7,15.0
10,2000-05-06,8,9.0
10,2000-05-06,9,7.0
10,2000-05-06,10,7.0
10,2000-05-06,11,5.0
10,2000-05-06,12,4.0
10,2000-05-06,13,1.0
10,2000-05-06,14,1.0
10,2000-05-06,15,3.0
10,2000-05-06,16,4.0
10,2000-05-06,17,6.0
10,2000-05-06,18,10.0
10,2000-05-06,19,13.0
10,2000-05-06,20,15.0
10,2000-05-06,21,18.0
10,2000-05-06,22,23.0
10,2000-05-06,23,28.0
10,2000-05-06,24,38.0
10,2000-05-06,25,48.0
10,2000-05-06,26,
10,2000-05-06,27,
10,2000-05-06,28,
10,2000-05-06,29,
10,2000-05-06,30,
10,2000-05-06,31,
10,2000-05-06,32,
10,2000-05-06,33,
10,2000-05-06,34,
10,2000-05-06,35,
10,2000-05-06,36,
10,2000-05-06,37,
10,2000-05-06,38,
10,2000-05-06,39,
10,2000-05-06,40,
10,2000-05-06,41,
10,2000-05-06,42,
10,2000-05-06,43,
10,2000-05-06,44,
10,2000-05-06,45,
10,2000-05-06,46,
10,2000-05-06,47,
10,2000-05-06,48,
10,2000-05-06,49,
10,2000-05-06,50,
10,2000-05-06,51,
10,2000-05-06,52,
10,2000-05-06,53,
10,2000-05-06,54,
10,2000-05-06,55,
10,2000-05-06,56,
10,2000-05-06,57,
10,2000-05-06,58,
10,2000-05-06,59,
10,2000-05-06,60,
10,2000-05-06,61,
10,2000-05-06,62,
10,2000-05-06,63,
10,2000-05-06,64,
10,2000-05-06,65,
10,2000-05-06,66,
10,2000-05-06,67,
10,2000-05-06,68,
10,2000-05-06,69,
10,2000-05-06,70,
10,2000-05-06,71,
10,2000-05-06,72,
10,2000-05-06,73,
10,2000-05-06,74,
10,2000-05-06,75,
10,2000-05-06,76,
11,1999-11-27,1,71.0
11,1999-11-27,2,51.0
11,1999-11-27,3,28.0
11,1999-11-27,4,18.0
11,1999-11-27,5,13.0
11,1999-11-27,6,13.0
11,1999-11-27,7,11.0
11,1999-11-27,8,1.0
11,1999-11-27,9,1.0
11,1999-11-27,10,2.0
11,1999-11-27,11,2.0
11,1999-11-27,12,3.0
11,1999-11-27,13,3.0
11,1999-11-27,14,4.0
11,1999-11-27,15,12.0
11,1999-11-27,16,11.0
11,1999-11-27,17,13.0
11,1999-11-27,18,15.0
11,1999-11-27,19,18.0
11,1999-11-27,20,20.0
11,1999-11-27,21,30.0
11,1999-11-27,22,40.0
11,1999-11-27,23,39.0
11,1999-11-27,24,44.0
11,1999-11-27,25,
11,1999-11-27,26,
11,1999-11-27,27,
11,1999-11-27,28,
11,1999-11-27,29,
11,1999-11-27,30,
11,1999-11-27,31,
11,1999-11-27,32,
11,1999-11-27,33,
11,1999-11-27,34,
11,1999-11-27,35,
11,1999-11-27,36,
11,1999-11-27,37,
11,1999-11-27,38,
11,1999-11-27,39,
11,1999-11-27,40,
11,1999-11-27,41,
11,1999-11-27,42,
11,1999-11-27,43,
11,1999-11-27,44,
11,1999-11-27,45,
11,1999-11-27,46,
11,1999-11-27,47,
11,1999-11-27,48,
11,1999-11-27,49,
11,1999-11-27,50,
11,1999-11-27,51,
11,1999-11-27,52,
11,1999-11-27,53,
11,1999-11-27,54,
11,1999-11-27,55,
11,1999-11-27,56,
11,1999-11-27,57,
11,1999-11-27,58,
11,1999-11-27,59,
11,1999-11-27,60,
11,1999-11-27,61,
11,1999-11-27,62,
11,1999-11-27,63,
11,1999-11-27,64,
11,1999-11-27,65,
11,1999-11-27,66,
11,1999-11-27,67,
11,1999-11-27,68,
11,1999-11-27,69,
11,1999-11-27,70,
11,1999-11-27,71,
11,1999-11-27,72,
11,1999-11-27,73,
11,1999-11-27,74,
11,1999-11-27,75,
11,1999-11-27,76,
12,2000-01-22,1,70.0
12,2000-01-22,2,61.0
12,2000-01-22,3,53.0
12,2000-01-22,4,46.0
12,2000-01-22,5,40.0
12,2000-01-22,6,33.0
12,2000-01-22,7,31.0
12,2000-01-22,8,26.0
12,2000-01-22,9,22.0
12,2000-01-22,10,19.0
12,2000-01-22,11,17.0
12,2000-01-22,12,15.0
12,2000-01-22,13,13.0
12,2000-01-22,14,9.0
12,2000-01-22,15,9.0
12,2000-01-22,16,8.0
12,2000-01-22,17,8.0
12,2000-01-22,18,6.0
12,2000-01-22,19,7.0
12,2000-01-22,20,7.0
12,2000-01-22,21,8.0
12,2000-01-22,22,3.0
12,2000-01-22,23,3.0
12,2000-01-22,24,6.0
12,2000-01-22,25,6.0
12,2000-01-22,26,1.0
12,2000-01-22,27,2.0
12,2000-01-22,28,3.0
12,2000-01-22,29,4.0
12,2000-01-22,30,7.0
12,2000-01-22,31,9.0
12,2000-01-22,32,10.0
12,2000-01-22,33,18.0
12,2000-01-22,34,20.0
12,2000-01-22,35,27.0
12,2000-01-22,36,29.0
12,2000-01-22,37,36.0
12,2000-01-22,38,40.0
12,2000-01-22,39,50.0
12,2000-01-22,40,47.0
12,2000-01-22,41,50.0
12,2000-01-22,42,
12,2000-01-22,43,
12,2000-01-22,44,
12,2000-01-22,45,
12,2000-01-22,46,
12,2000-01-22,47,
12,2000-01-22,48,
12,2000-01-22,49,
12,2000-01-22,50,
12,2000-01-22,51,
12,2000-01-22,52,
12,2000-01-22,53,
12,2000-01-22,54,
12,2000-01-22,55,
12,2000-01-22,56,
12,2000-01-22,57,
12,2000-01-22,58,
12,2000-01-22,59,
12,2000-01-22,60,
12,2000-01-22,61,
12,2000-01-22,62,
12,2000-01-22,63,
12,2000-01-22,64,
12,2000-01-22,65,
12,2000-01-22,66,
12,2000-01-22,67,
12,2000-01-22,68,
12,2000-01-22,69,
12,2000-01-22,70,
12,2000-01-22,71,
12,2000-01-22,72,
12,2000-01-22,73,
12,2000-01-22,74,
12,2000-01-22,75,
12,2000-01-22,76,
13,2000-05-13,1,84.0
13,2000-05-13,2,78.0
13,2000-05-13,3,76.0
13,2000-05-13,4,74.0
13,2000-05-13,5,70.0
13,2000-05-13,6,68.0
13,2000-05-13,7,74.0
13,2000-05-13,8,75.0
13,2000-05-13,9,69.0
13,2000-05-13,10,74.0
13,2000-05-13,11,70.0
13,2000-05-13,12,79.0
13,2000-05-13,13,84.0
13,2000-05-13,14,86.0
13,2000-05-13,15,76.0
13,2000-05-13,16,62.0
13,2000-05-13,17,45.0
13,2000-05-13,18,29.0
13,2000-05-13,19,19.0
13,2000-05-13,20,11.0
13,2000-05-13,21,10.0
13,2000-05-13,22,7.0
13,2000-05-13,23,5.0
13,2000-05-13,24,3.0
13,2000-05-13,25,3.0
13,2000-05-13,26,3.0
13,2000-05-13,27,1.0
13,2000-05-13,28,2.0
13,2000-05-13,29,2.0
13,2000-05-13,30,3.0
13,2000-05-13,31,3.0
13,2000-05-13,32,3.0
13,2000-05-13,33,4.0
13,2000-05-13,34,5.0
13,2000-05-13,35,5.0
13,2000-05-13,36,5.0
13,2000-05-13,37,5.0
13,2000-05-13,38,9.0
13,2000-05-13,39,12.0
13,2000-05-13,40,13.0
13,2000-05-13,41,13.0
13,2000-05-13,42,17.0
13,2000-05-13,43,22.0
13,2000-05-13,44,26.0
13,2000-05-13,45,28.0
13,2000-05-13,46,37.0
13,2000-05-13,47,41.0
13,2000-05-13,48,
13,2000-05-13,49,
13,2000-05-13,50,
13,2000-05-13,51,
13,2000-05-13,52,
13,2000-05-13,53,
13,2000-05-13,54,
13,2000-05-13,55,
13,2000-05-13,56,
13,2000-05-13,57,
13,2000-05-13,58,
13,2000-05-13,59,
13,2000-05-13,60,
13,2000-05-13,61,
13,2000-05-13,62,
13,2000-05-13,63,
13,2000-05-13,64,
13,2000-05-13,65,
13,2000-05-13,66,
13,2000-05-13,67,
13,2000-05-13,68,
13,2000-05-13,69,
